"x"
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16
0
0
0
0
0
0
16
8
10
14
56
8
0
0
0
17.6
30.4
248
56
0
0
0
0
0
0
16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
184
0
0
0
0
0
0
0
0
8
0
0
72
0
88
0
8
0
0
0
0
0
0
0
8
0
0
8
0
0
0
0
0
0
0
0
0
0
0
0
0
8
0
0
0
0
0
0
0
0
0
0
8
0
0
416
48
240
24
56
0
0
32
8
8
0
0
0
0
0
0
32
0
0
0
72
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
24
0
0
0
0
0
8
8
0
0
0
0
0
0
0
0
0
8
0
8
8
0
32
184
16
0
0
0
0
0
0
0
8
0
136
0
0
0
0
0
0
0
48
136
0
0
296
0
8
216
192
0
232
80
0
0
104
144
0
8
0
0
0
0
0
0
64
40
8
32
0
0
0
0
0
288
56
32
56
0
8
0
8
0
8
0
0
0
0
0
40
0
0
256
0
56
0
0
0
0
0
0
0
0
0
0
0
0
0
56
0
0
0
104
8
8
0
0
8
0
120
96
48
8
96
0
8
0
8
0
0
32
0
0
0
0
24
0
8
0
0
0
8
0
0
0
0
0
0
24
0
48
32
24
0
0
0
0
0
48
0
0
256
0
192
88
0
8
0
0
32
8
0
0
0
0
0
16
0
0
6
146
112
16
0
0
24
24
40
506.672
537.328
20
0
80
82.288
29.712
0
0
8
16
0
0
0
0
0
0
0
0
0
56
8
104
0
0
0
0
40
0
128
72
8
120
40
0
8
40
200
8
16
0
0
0
0
0
0
0
0
0
0
0
8
0
0
0
0
0
0
0
0
8
32
32
104
0
0
0
0
0
8
0
168
24
0
0
0
0
0
8
8
40
0
0
152
16
0
8
0
0
64
0
16
0
88
296
168
8
0
0
0
0
0
0
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
48
0
0
0
0
48
0
8
0
0
8
104
0
0
0
8
80
24
0
0
0
0
0
0
0
0
24
0
0
0
0
0
0
0
0
16
0
0
0
0
0
32
40
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16
0
0
0
40
0
0
0
0
8
0
304
8
176
0
0
0
136
0
0
0
0
0
0
0
64
72
0
0
0
8
0
0
0
0
144
832
8
0
0
0
0
16
16
32
0
8
0
0
0
0
0
0
0
0
0
0
0
0
0
24
8
8
0
0
0
8
0
0
0
0
24
104
24
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16
0
0
0
0
0
0
0
0
0
32
0
8
8
48
16
0
0
0
0
0
176
64
24
0
0
0
0
0
0
8
8
0
32
0
0
0
0
8
0
24
0
0
0
0
0
0
0
0
0
0
0
0
0
16
8
472
248
8
8
0
8
32
0
0
0
0
0
0
8
520
64
280
0
8
8
0
0
0
8
0
0
350
50
40
8
0
8
0
0
0
32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
0
8
16
42
6
8
0
136
40
0
0
0
0
0
4
4
0
0
0
0
0
0
0
0
32
72
0
0
0
0
80
24
152
24
0
0
0
0
0
0
88
72
0
0
16
0
208
32
0
0
8
24
32
2
6
8
0
0
0
10.672
37.328
0
0
0
0
0
0
0
0
0
136
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16
0
0
0
96
32
0
8
0
0
0
0
0
0
0
0
16
0
0
0
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
104
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
128
224
0
0
0
0
0
0
0
0
0
0
2
206
8
0
0
40
0
0
0
104
0
0
0
0
0
0
88
0
56
64
256
16
8
16
88
0
64
0
112
8
32
8
0
0
8
824
0
56
8
0
8
0
0
0
0
58
14
0
0
28
28
0
8
0
0
0
0
112
0
0
0
0
0
0
8
8
0
104
0
0
0
0
16
0
48
64
8
0
48
200
0
160
40
0
0
0
0
168
8
32
24
0
8
0
8
0
0
216
0
0
0
0
0
0
72
80
48
0
0
0
8
120
0
0
32
8
0
16
24
0
0
0
0
0
0
0
0
0
264
0
8
24
64
0
0
0
0
0
96
0
0
0
8
8
0
8
0
0
0
0
72
40
24
8
0
32
62.672
25.328
0
0
0
16
8
0
0
0
0
32
0
0
0
8
8
0
0
0
0
0
0
0
8
0
0
0
0
8
0
0
0
0
0
0
78.4
441.6
0
8
0
8
0
0
0
0
0
0
56
48
0
0
0
56
392
16
0
8
0
0
0
0
8
128
8
0
0
0
64
200
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
0
0
224
0
96
0
0
10.672
85.328
0
0
0
0
0
24
16
0
0
8
0
0
0
0
8
24
0
128
0
0
32
0
0
8
0
112
16
0
0
8
16
0
0
0
0
0
0
16
56
248
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
64
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
24
120
0
0
0
0
0
0
0
0
0
0
0
24
16
224
24
0
0
0
0
0
0
0
0
0
0
16
0
176
0
0
0
0
0
0
0
